Name,Location,Country,Latitude,Longitude,Elevation,Type,VEI
Unnamed,Tonga-SW Pacific,Tonga,-21.38,-175.65,-500,Submarine volcano,0
Niuafo'ou,Tonga-SW Pacific,Tonga,-15.6,-175.63,260,Shield volcano,0
Karthala,Indian O-W,Comoros,-11.75,43.38,2361,Shield volcano,0
Sirung,Lesser Sunda Is,Indonesia,-8.51,124.148,862,Complex volcano,0
Kelut,Java,Indonesia,-7.93,112.308,1731,Stratovolcano,0
St. Andrew Strait,Admiralty Is-SW Paci,Papua New Guinea,-2.38,147.35,270,Complex volcano,0
Kick-'em-Jenny,W Indies,Netherlands,12.3,-61.63,-177,Submarine volcano,0
Liamuiga,W Indies,St. Kitts & Nevis,17.37,-62.8,1156,Stratovolcano,0
Kilauea,Hawaiian Is,United States,19.425,-155.292,1222,Shield volcano,0
Kilauea,Hawaiian Is,United States,19.425,-155.292,1222,Shield volcano,0
Kilauea,Hawaiian Is,United States,19.425,-155.292,1222,Shield volcano,0
Mauna Loa,Hawaiian Is,United States,19.475,-155.608,4170,Shield volcano,0
Mauna Loa,Hawaiian Is,United States,19.475,-155.608,4170,Shield volcano,0
Hualalai,Hawaiian Is,United States,19.692,-155.87,2523,Shield volcano,0
Hualalai,Hawaiian Is,United States,19.692,-155.87,2523,Shield volcano,0
San Jorge,Azores,Portugal,38.65,-28.08,1053,Fissure vent,0
Okataina,New Zealand,New Zealand,-38.12,176.5,1111,Lava dome,1
Okataina,New Zealand,New Zealand,-38.12,176.5,1111,Lava dome,1
Egon,Lesser Sunda Is,Indonesia,-8.67,122.45,1703,Stratovolcano,1
Iliwerung,Lesser Sunda Is,Indonesia,-8.54,123.59,1018,Complex volcano,1
Semeru,Java,Indonesia,-8.108,112.92,3676,Stratovolcano,1
Merapi,Java,Indonesia,-7.542,110.442,2947,Stratovolcano,1
Papandayan,Java,Indonesia,-7.32,107.73,2665,Stratovolcano,1
Dieng Volc Complex,Java,Indonesia,-7.2,109.92,2565,Complex volcano,1
Dieng Volc Complex,Java,Indonesia,-7.2,109.92,2565,Complex volcano,1
Dieng Volc Complex,Java,Indonesia,-7.2,109.92,2565,Complex volcano,1
Krakatau,Indonesia,Indonesia,-6.102,105.423,813,Caldera,1
Krakatau,Indonesia,Indonesia,-6.102,105.423,813,Caldera,1
Ritter Island,New Guinea-NE of,Papua New Guinea,-5.52,148.121,140,Stratovolcano,1
Ritter Island,New Guinea-NE of,Papua New Guinea,-5.52,148.121,140,Stratovolcano,1
Guagua Pichincha,Ecuador,Ecuador,-0.171,-78.598,4784,Stratovolcano,1
Lokon-Empung,Sulawesi-Indonesia,Indonesia,1.358,124.792,1580,Stratovolcano,1
Karangetang [Api Siau],Sangihe Is-Indonesia,Indonesia,2.78,125.48,1784,Stratovolcano,1
Karangetang [Api Siau],Sangihe Is-Indonesia,Indonesia,2.78,125.48,1784,Stratovolcano,1
Kick-'em-Jenny,W Indies,Netherlands,12.3,-61.63,-177,Submarine volcano,1
Mayon,Luzon-Philippines,Philippines,13.257,123.685,2462,Stratovolcano,1
Pacaya,Guatemala,Guatemala,14.381,-90.601,2552,Complex volcano,1
Pinatubo,Luzon-Philippines,Philippines,15.13,120.35,1486,Stratovolcano,1
Pinatubo,Luzon-Philippines,Philippines,15.13,120.35,1486,Stratovolcano,1
Ambalatungan Group,Luzon-Philippines,Philippines,17.32,121.1,2329,Compound volcano,1
Popocatepetl,Mexico,Mexico,19.023,-98.622,5426,Stratovolcano,1
Kilauea,Hawaiian Is,United States,19.425,-155.292,1222,Shield volcano,1
Kilauea,Hawaiian Is,United States,19.425,-155.292,1222,Shield volcano,1
Unzen,Kyushu-Japan,Japan,32.75,130.3,1500,Complex volcano,1
Unzen,Kyushu-Japan,Japan,32.75,130.3,1500,Complex volcano,1
Aso,Kyushu-Japan,Japan,32.88,131.1,1592,Caldera,1
Oshima,Izu Is-Japan,Japan,34.73,139.38,758,Stratovolcano,1
Yake-dake,Honshu-Japan,Japan,36.22,137.58,2455,Stratovolcano,1
Asama,Honshu-Japan,Japan,36.4,138.53,2560,Complex volcano,1
Asama,Honshu-Japan,Japan,36.4,138.53,2560,Complex volcano,1
Asama,Honshu-Japan,Japan,36.4,138.53,2560,Complex volcano,1
Etna,Italy,Italy,37.734,15.004,3350,Stratovolcano,1
Etna,Italy,Italy,37.734,15.004,3350,Stratovolcano,1
Etna,Italy,Italy,37.734,15.004,3350,Stratovolcano,1
San Jorge,Azores,Portugal,38.65,-28.08,1053,Fissure vent,1
E-san,Hokkaido-Japan,Japan,41.8,141.17,618,Stratovolcano,1
Krisuvik,Iceland-SW,Iceland,63.93,-22.1,379,Crater rows,1
Esjufjoll,Iceland-SE,Iceland,64.27,-16.65,1760,Stratovolcano,1
Bardarbunga,Iceland-NE,Iceland,64.63,-17.53,2000,Stratovolcano,1
Bardarbunga,Iceland-NE,Iceland,64.63,-17.53,2000,Stratovolcano,1
Krafla,Iceland-NE,Iceland,65.73,-16.78,650,Caldera,1
Villarrica,Chile-C,Chile,-39.42,-71.93,2847,Stratovolcano,2
Villarrica,Chile-C,Chile,-39.42,-71.93,2847,Stratovolcano,2
Villarrica,Chile-C,Chile,-39.42,-71.93,2847,Stratovolcano,2
Llaima,Chile-C,Chile,-38.692,-71.729,3125,Stratovolcano,2
Okataina,New Zealand,New Zealand,-38.12,176.5,1111,Lava dome,2
Unnamed,Chile-Is,Chile,-33.62,-76.83,-642,Submarine volcano,2
Tofua,Tonga-SW Pacific,Tonga,-19.75,-175.07,512,Caldera,2
Kuwae,Vanuatu-SW Pacific,Vanuatu,-16.829,168.536,-2,Caldera,2
Ambrym,Vanuatu-SW Pacific,Vanuatu,-16.25,168.12,1334,Pyroclastic shield,2
Aoba,Vanuatu-SW Pacific,Vanuatu,-15.4,167.83,1496,Shield volcano,2
Aoba,Vanuatu-SW Pacific,Vanuatu,-15.4,167.83,1496,Shield volcano,2
Ofu-Olosega,Samoa-SW Pacific,United States,-14.175,-169.618,639,Shield volcano,2
Savai'i,Samoa-SW Pacific,Samoa,-13.612,-172.525,1858,Shield volcano,2
Karthala,Indian O-W,Comoros,-11.75,43.38,2361,Shield volcano,2
Karthala,Indian O-W,Comoros,-11.75,43.38,2361,Shield volcano,2
Karthala,Indian O-W,Comoros,-11.75,43.38,2361,Shield volcano,2
Tinakula,Santa Cruz Is-SW Pac,Solomon Is.,-10.38,165.8,851,Stratovolcano,2
Tinakula,Santa Cruz Is-SW Pac,Solomon Is.,-10.38,165.8,851,Stratovolcano,2
Kieyo,Africa-E,Tanzania,-9.23,33.78,2175,Stratovolcano,2
Victory,New Guinea,Papua New Guinea,-9.2,149.07,1925,Stratovolcano,2
Kavachi,Solomon Is-SW Pacifi,Solomon Is.,-9.02,157.95,-20,Submarine volcano,2
Iliwerung,Lesser Sunda Is,Indonesia,-8.54,123.59,1018,Complex volcano,2
Iliwerung,Lesser Sunda Is,Indonesia,-8.54,123.59,1018,Complex volcano,2
Lewotobi,Lesser Sunda Is,Indonesia,-8.53,122.775,1703,Stratovolcano,2
Lewotobi,Lesser Sunda Is,Indonesia,-8.53,122.775,1703,Stratovolcano,2
Paluweh,Lesser Sunda Is,Indonesia,-8.32,121.708,875,Stratovolcano,2
Paluweh,Lesser Sunda Is,Indonesia,-8.32,121.708,875,Stratovolcano,2
Batur,Lesser Sunda Is,Indonesia,-8.242,115.375,1717,Caldera,2
Semeru,Java,Indonesia,-8.108,112.92,3676,Stratovolcano,2
Semeru,Java,Indonesia,-8.108,112.92,3676,Stratovolcano,2
Semeru,Java,Indonesia,-8.108,112.92,3676,Stratovolcano,2
Semeru,Java,Indonesia,-8.108,112.92,3676,Stratovolcano,2
Semeru,Java,Indonesia,-8.108,112.92,3676,Stratovolcano,2
Semeru,Java,Indonesia,-8.108,112.92,3676,Stratovolcano,2
Semeru,Java,Indonesia,-8.108,112.92,3676,Stratovolcano,2
Semeru,Java,Indonesia,-8.108,112.92,3676,Stratovolcano,2
Semeru,Java,Indonesia,-8.108,112.92,3676,Stratovolcano,2
Semeru,Java,Indonesia,-8.108,112.92,3676,Stratovolcano,2
Ijen,Java,Indonesia,-8.058,114.242,2799,Stratovolcano,2
Lamongan,Java,Indonesia,-8,113.342,1651,Stratovolcano,2
Lamongan,Java,Indonesia,-8,113.342,1651,Stratovolcano,2
Tengger Caldera,Java,Indonesia,-7.942,112.95,2329,Stratovolcano,2
Kelut,Java,Indonesia,-7.93,112.308,1731,Stratovolcano,2
Kelut,Java,Indonesia,-7.93,112.308,1731,Stratovolcano,2
Kelut,Java,Indonesia,-7.93,112.308,1731,Stratovolcano,2
Merapi,Java,Indonesia,-7.542,110.442,2947,Stratovolcano,2
Merapi,Java,Indonesia,-7.542,110.442,2947,Stratovolcano,2
Merapi,Java,Indonesia,-7.542,110.442,2947,Stratovolcano,2
Merapi,Java,Indonesia,-7.542,110.442,2947,Stratovolcano,2
Merapi,Java,Indonesia,-7.542,110.442,2947,Stratovolcano,2
Merapi,Java,Indonesia,-7.542,110.442,2947,Stratovolcano,2
Merapi,Java,Indonesia,-7.542,110.442,2947,Stratovolcano,2
Merapi,Java,Indonesia,-7.542,110.442,2947,Stratovolcano,2
Dieng Volc Complex,Java,Indonesia,-7.2,109.92,2565,Complex volcano,2
Dieng Volc Complex,Java,Indonesia,-7.2,109.92,2565,Complex volcano,2
Dieng Volc Complex,Java,Indonesia,-7.2,109.92,2565,Complex volcano,2
Dieng Volc Complex,Java,Indonesia,-7.2,109.92,2565,Complex volcano,2
Dieng Volc Complex,Java,Indonesia,-7.2,109.92,2565,Complex volcano,2
Guntur,Java,Indonesia,-7.13,107.83,2249,Complex volcano,2
Tangkubanparahu,Java,Indonesia,-6.77,107.6,2084,Stratovolcano,2
Krakatau,Indonesia,Indonesia,-6.102,105.423,813,Caldera,2
Dakataua,New Britain-SW Pac,Papua New Guinea,-5.056,150.108,400,Caldera,2
Karkar,New Guinea-NE of,Papua New Guinea,-4.649,145.964,1839,Stratovolcano,2
Karkar,New Guinea-NE of,Papua New Guinea,-4.649,145.964,1839,Stratovolcano,2
Banda Api,Banda Sea,Pacific Ocean,-4.525,129.871,640,Caldera,2
Rabaul,New Britain-SW Pac,Papua New Guinea,-4.271,152.203,688,Pyroclastic shield,2
Manam,New Guinea-NE of,Papua New Guinea,-4.1,145.061,1807,Stratovolcano,2
Manam,New Guinea-NE of,Papua New Guinea,-4.1,145.061,1807,Stratovolcano,2
Bam,New Guinea-NE of,Papua New Guinea,-3.6,144.85,685,Stratovolcano,2
Kaba,Sumatra,Indonesia,-3.52,102.62,1952,Stratovolcano,2
Marapi,Sumatra,Indonesia,-0.381,100.473,2891,Complex volcano,2
Marapi,Sumatra,Indonesia,-0.381,100.473,2891,Complex volcano,2
Makian,Halmahera-Indonesia,Indonesia,0.32,127.4,1357,Stratovolcano,2
Sorikmarapi,Sumatra,Indonesia,0.686,99.539,2145,Stratovolcano,2
Gamalama,Halmahera-Indonesia,Indonesia,0.8,127.325,1715,Stratovolcano,2
Gamalama,Halmahera-Indonesia,Indonesia,0.8,127.325,1715,Stratovolcano,2
Gamalama,Halmahera-Indonesia,Indonesia,0.8,127.325,1715,Stratovolcano,2
Gamalama,Halmahera-Indonesia,Indonesia,0.8,127.325,1715,Stratovolcano,2
Gamalama,Halmahera-Indonesia,Indonesia,0.8,127.325,1715,Stratovolcano,2
Soputan,Sulawesi-Indonesia,Indonesia,1.108,124.725,1784,Stratovolcano,2
Galeras,Colombia,Colombia,1.22,-77.37,4276,Complex volcano,2
Mahawu,Sulawesi-Indonesia,Indonesia,1.358,124.858,1324,Stratovolcano,2
Ruang,Sangihe Is-Indonesia,Indonesia,2.28,125.425,725,Stratovolcano,2
Ruang,Sangihe Is-Indonesia,Indonesia,2.28,125.425,725,Stratovolcano,2
Purace,Colombia,Colombia,2.32,-76.4,4650,Stratovolcano,2
Karangetang [Api Siau],Sangihe Is-Indonesia,Indonesia,2.78,125.48,1784,Stratovolcano,2
Karangetang [Api Siau],Sangihe Is-Indonesia,Indonesia,2.78,125.48,1784,Stratovolcano,2
Karangetang [Api Siau],Sangihe Is-Indonesia,Indonesia,2.78,125.48,1784,Stratovolcano,2
Banua Wuhu,Sangihe Is-Indonesia,Indonesia,3.138,125.491,-5,Submarine volcano,2
Sinabung,Sumatra,Indonesia,3.17,98.392,2460,Stratovolcano,2
Sinabung,Sumatra,Indonesia,3.17,98.392,2460,Stratovolcano,2
Awu,Sangihe Is-Indonesia,Indonesia,3.67,125.5,1320,Stratovolcano,2
Ragang,Mindanao-Philippines,Philippines,7.67,124.5,2815,Stratovolcano,2
Camiguin,Mindanao-Philippines,Philippines,9.203,124.673,1332,Stratovolcano,2
Kanlaon,Philippines-C,Philippines,10.412,123.132,2435,Stratovolcano,2
Bulusan,Luzon-Philippines,Philippines,12.77,124.05,1565,Stratovolcano,2
Bulusan,Luzon-Philippines,Philippines,12.77,124.05,1565,Stratovolcano,2
Bulusan,Luzon-Philippines,Philippines,12.77,124.05,1565,Stratovolcano,2
Bulusan,Luzon-Philippines,Philippines,12.77,124.05,1565,Stratovolcano,2
Alayta,Africa-NE,Ethiopia,12.88,40.57,1501,Shield volcano,2
Mayon,Luzon-Philippines,Philippines,13.257,123.685,2462,Stratovolcano,2
Mayon,Luzon-Philippines,Philippines,13.257,123.685,2462,Stratovolcano,2
Mayon,Luzon-Philippines,Philippines,13.257,123.685,2462,Stratovolcano,2
Mayon,Luzon-Philippines,Philippines,13.257,123.685,2462,Stratovolcano,2
Mayon,Luzon-Philippines,Philippines,13.257,123.685,2462,Stratovolcano,2
Taal,Luzon-Philippines,Philippines,14.002,120.993,400,Stratovolcano,2
Fuego,Guatemala,Guatemala,14.473,-90.88,3763,Stratovolcano,2
Fuego,Guatemala,Guatemala,14.473,-90.88,3763,Stratovolcano,2
Fuego,Guatemala,Guatemala,14.473,-90.88,3763,Stratovolcano,2
Fuego,Guatemala,Guatemala,14.473,-90.88,3763,Stratovolcano,2
Fogo,Cape Verde Is,Cape Verde,14.95,-24.35,2829,Stratovolcano,2
Fogo,Cape Verde Is,Cape Verde,14.95,-24.35,2829,Stratovolcano,2
Soufriere Hills,W Indies,Montserrat,16.72,-62.18,915,Stratovolcano,2
Didicas,Luzon-N of,Philippines,19.077,122.202,244,Compound volcano,2
Kilauea,Hawaiian Is,United States,19.425,-155.292,1222,Shield volcano,2
Mauna Loa,Hawaiian Is,United States,19.475,-155.608,4170,Shield volcano,2
Unnamed,Taiwan-E of,Taiwan,24,121.83,0,Submarine volcano,2
Tenerife,Canary Is,Spain,28.271,-16.641,3715,Stratovolcano,2
La Palma,Canary Is,Spain,28.58,-17.83,2426,Stratovolcano,2
La Palma,Canary Is,Spain,28.58,-17.83,2426,Stratovolcano,2
Lanzarote,Canary Is,Spain,29.03,-13.63,670,Fissure vent,2
Kuchinoerabu-jima,Ryukyu Is,Japan,30.43,130.22,649,Stratovolcano,2
Tori-shima,Izu Is-Japan,Japan,30.48,140.32,403,Stratovolcano,2
Sakura-jima,Kyushu-Japan,Japan,31.58,130.67,1117,Stratovolcano,2
Kirishima,Kyushu-Japan,Japan,31.93,130.87,1700,Shield volcano,2
Kirishima,Kyushu-Japan,Japan,31.93,130.87,1700,Shield volcano,2
Kirishima,Kyushu-Japan,Japan,31.93,130.87,1700,Shield volcano,2
Kirishima,Kyushu-Japan,Japan,31.93,130.87,1700,Shield volcano,2
Myojun Knoll,Izu Is-Japan,Japan,32.1,139.85,360,Submarine volcano,2
Myojun Knoll,Izu Is-Japan,Japan,32.1,139.85,360,Submarine volcano,2
Myojun Knoll,Izu Is-Japan,Japan,32.1,139.85,360,Submarine volcano,2
Myojun Knoll,Izu Is-Japan,Japan,32.1,139.85,360,Submarine volcano,2
Myojun Knoll,Izu Is-Japan,Japan,32.1,139.85,360,Submarine volcano,2
Myojun Knoll,Izu Is-Japan,Japan,32.1,139.85,360,Submarine volcano,2
Unzen,Kyushu-Japan,Japan,32.75,130.3,1500,Complex volcano,2
Unzen,Kyushu-Japan,Japan,32.75,130.3,1500,Complex volcano,2
Aso,Kyushu-Japan,Japan,32.88,131.1,1592,Caldera,2
Aso,Kyushu-Japan,Japan,32.88,131.1,1592,Caldera,2
Aso,Kyushu-Japan,Japan,32.88,131.1,1592,Caldera,2
Aso,Kyushu-Japan,Japan,32.88,131.1,1592,Caldera,2
Aso,Kyushu-Japan,Japan,32.88,131.1,1592,Caldera,2
Aso,Kyushu-Japan,Japan,32.88,131.1,1592,Caldera,2
Aso,Kyushu-Japan,Japan,32.88,131.1,1592,Caldera,2
Aso,Kyushu-Japan,Japan,32.88,131.1,1592,Caldera,2
Aso,Kyushu-Japan,Japan,32.88,131.1,1592,Caldera,2
Aso,Kyushu-Japan,Japan,32.88,131.1,1592,Caldera,2
Aso,Kyushu-Japan,Japan,32.88,131.1,1592,Caldera,2
Hachijo-jima,Izu Is-Japan,Japan,33.13,139.77,854,Stratovolcano,2
Miyake-jima,Izu Is-Japan,Japan,34.08,139.53,815,Stratovolcano,2
Miyake-jima,Izu Is-Japan,Japan,34.08,139.53,815,Stratovolcano,2
Oshima,Izu Is-Japan,Japan,34.73,139.38,758,Stratovolcano,2
Oshima,Izu Is-Japan,Japan,34.73,139.38,758,Stratovolcano,2
Asama,Honshu-Japan,Japan,36.4,138.53,2560,Complex volcano,2
Asama,Honshu-Japan,Japan,36.4,138.53,2560,Complex volcano,2
Asama,Honshu-Japan,Japan,36.4,138.53,2560,Complex volcano,2
Asama,Honshu-Japan,Japan,36.4,138.53,2560,Complex volcano,2
Asama,Honshu-Japan,Japan,36.4,138.53,2560,Complex volcano,2
Asama,Honshu-Japan,Japan,36.4,138.53,2560,Complex volcano,2
Asama,Honshu-Japan,Japan,36.4,138.53,2560,Complex volcano,2
Asama,Honshu-Japan,Japan,36.4,138.53,2560,Complex volcano,2
Asama,Honshu-Japan,Japan,36.4,138.53,2560,Complex volcano,2
Asama,Honshu-Japan,Japan,36.4,138.53,2560,Complex volcano,2
Asama,Honshu-Japan,Japan,36.4,138.53,2560,Complex volcano,2
Santorini,Greece,Greece,36.404,25.396,329,Shield volcano,2
Santorini,Greece,Greece,36.404,25.396,329,Shield volcano,2
Niigata-Yake-yama,Honshu-Japan,Japan,36.92,138.03,2400,Lava dome,2
Adatara,Honshu-Japan,Japan,37.62,140.28,1718,Stratovolcano,2
Azuma,Honshu-Japan,Japan,37.73,140.25,2024,Stratovolcano,2
Etna,Italy,Italy,37.734,15.004,3350,Stratovolcano,2
Etna,Italy,Italy,37.734,15.004,3350,Stratovolcano,2
Etna,Italy,Italy,37.734,15.004,3350,Stratovolcano,2
Etna,Italy,Italy,37.734,15.004,3350,Stratovolcano,2
Etna,Italy,Italy,37.734,15.004,3350,Stratovolcano,2
Etna,Italy,Italy,37.734,15.004,3350,Stratovolcano,2
Etna,Italy,Italy,37.734,15.004,3350,Stratovolcano,2
Etna,Italy,Italy,37.734,15.004,3350,Stratovolcano,2
Etna,Italy,Italy,37.734,15.004,3350,Stratovolcano,2
Zao,Honshu-Japan,Japan,38.15,140.45,1841,Complex volcano,2
Pico,Azores,Portugal,38.47,-28.4,2351,Stratovolcano,2
Fayal,Azores,Portugal,38.6,-28.73,1043,Stratovolcano,2
Stromboli,Italy,Italy,38.789,15.213,926,Stratovolcano,2
Stromboli,Italy,Italy,38.789,15.213,926,Stratovolcano,2
Stromboli,Italy,Italy,38.789,15.213,926,Stratovolcano,2
Stromboli,Italy,Italy,38.789,15.213,926,Stratovolcano,2
Stromboli,Italy,Italy,38.789,15.213,926,Stratovolcano,2
Stromboli,Italy,Italy,38.789,15.213,926,Stratovolcano,2
Chokai,Honshu-Japan,Japan,39.08,140.03,2237,Stratovolcano,2
Vesuvius,Italy,Italy,40.821,14.426,1281,Complex volcano,2
Vesuvius,Italy,Italy,40.821,14.426,1281,Complex volcano,2
Vesuvius,Italy,Italy,40.821,14.426,1281,Complex volcano,2
Vesuvius,Italy,Italy,40.821,14.426,1281,Complex volcano,2
Vesuvius,Italy,Italy,40.821,14.426,1281,Complex volcano,2
Vesuvius,Italy,Italy,40.821,14.426,1281,Complex volcano,2
Usu,Hokkaido-Japan,Japan,42.53,140.83,731,Stratovolcano,2
Usu,Hokkaido-Japan,Japan,42.53,140.83,731,Stratovolcano,2
Usu,Hokkaido-Japan,Japan,42.53,140.83,731,Stratovolcano,2
Alaid,Kuril Is,Russia,50.858,155.55,2339,Stratovolcano,2
Vsevidof,Aleutian Is,United States,53.13,-168.68,2149,Stratovolcano,2
Avachinsky,Kamchatka,Russia,53.255,158.83,2741,Stratovolcano,2
Avachinsky,Kamchatka,Russia,53.255,158.83,2741,Stratovolcano,2
Okmok,Aleutian Is,United States,53.42,-168.13,1073,Shield volcano,2
Karymsky,Kamchatka,Russia,54.05,159.43,1536,Stratovolcano,2
Westdahl,Aleutian Is,United States,54.52,-164.65,1654,Stratovolcano,2
Kliuchevskoi,Kamchatka,Russia,56.057,160.638,4835,Stratovolcano,2
Kliuchevskoi,Kamchatka,Russia,56.057,160.638,4835,Stratovolcano,2
Eyjafjallajokull,Iceland-S,Iceland,63.63,-19.62,1666,Stratovolcano,2
Hekla,Iceland-S,Iceland,63.98,-19.7,1491,Stratovolcano,2
Grimsvotn,Iceland-NE,Iceland,64.42,-17.33,1725,Caldera,2
Grimsvotn,Iceland-NE,Iceland,64.42,-17.33,1725,Caldera,2
Grimsvotn,Iceland-NE,Iceland,64.42,-17.33,1725,Caldera,2
Grimsvotn,Iceland-NE,Iceland,64.42,-17.33,1725,Caldera,2
Bardarbunga,Iceland-NE,Iceland,64.63,-17.53,2000,Stratovolcano,2
Bardarbunga,Iceland-NE,Iceland,64.63,-17.53,2000,Stratovolcano,2
Krafla,Iceland-NE,Iceland,65.73,-16.78,650,Caldera,2
Deception Island,Antarctica,Antarctica,-62.97,-60.65,576,Caldera,3
